Company,TypeName,Inches,Ram_GB,Weight_kg,cpu_brand,cpu_ghz,gpu_brand,storage_type,storage_gb,res_width,res_height,ppi,is_touchscreen,is_ips,os_clean,Price_euros,log_price,ram_tier,storage_tier,cpu_perf_score,is_premium,weight_category
HP,Notebook,14.0,8,1.48,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1292.0,7.164720378771857,Mid (8GB),Mid (256GB),2.7,0,Ultralight
Lenovo,Notebook,17.3,4,2.79,Intel,2.5,Nvidia,HDD,1024.0,1600.0,900.0,106.11,0,0,Windows,589.0,6.380122536899765,Low (≤4GB),Ultra (1TB+),2.5,0,Heavy
Asus,Notebook,14.0,8,2.0,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1094.0,6.9985096422506015,Mid (8GB),Mid (256GB),2.7,0,Standard
HP,Notebook,15.6,8,2.1,Intel,1.8,Intel,HDD,1024.0,1366.0,768.0,100.45,0,1,Windows,902.0,6.805722553416985,Mid (8GB),Ultra (1TB+),1.8,0,Standard
Acer,Notebook,15.6,8,2.2,AMD,2.7,AMD,SSD,256.0,1366.0,768.0,100.45,0,0,Windows,659.0,6.492239835020471,Mid (8GB),Mid (256GB),2.43,0,Standard
Lenovo,Notebook,14.0,4,1.44,Intel,1.1,Intel,SSD,32.0,1366.0,768.0,111.94,0,0,Windows,292.0,5.680172609017068,Low (≤4GB),Low (≤128GB),1.1,0,Ultralight
Acer,Notebook,15.6,6,2.23,Intel,2.5,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,549.0,6.309918278226516,Mid (8GB),Ultra (1TB+),2.5,0,Standard
Asus,Ultrabook,15.6,8,1.7,Intel,2.7,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1049.9,6.957402218871551,Mid (8GB),Mid (256GB),2.7,1,Light
HP,Ultrabook,12.5,8,1.26,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,176.23,0,0,Windows,1335.0,7.197435354096591,Mid (8GB),Mid (256GB),2.7,1,Ultralight
Dell,Notebook,15.6,32,2.06,Intel,2.8,Nvidia,SSD,1024.0,3840.0,2160.0,282.42,1,0,Windows,2639.0,7.878534196140362,Ultra (32GB+),Ultra (1TB+),2.8,1,Standard
MSI,Gaming,17.3,8,2.7,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,0,Windows,1199.0,7.090076835776092,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
Toshiba,Notebook,15.6,8,2.0,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,141.21,0,1,Windows,943.0,6.8501261661455,Mid (8GB),Mid (256GB),2.5,0,Standard
Asus,Notebook,14.0,8,2.0,Intel,2.7,Intel,Hybrid,1280.0,1920.0,1080.0,157.35,0,0,Windows,1334.0,7.19668657083435,Mid (8GB),Ultra (1TB+),2.7,0,Standard
Lenovo,Notebook,15.6,4,1.85,Intel,2.5,Intel,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,449.0,6.1092475827643655,Low (≤4GB),Ultra (1TB+),2.5,0,Light
Asus,Gaming,15.6,8,2.5,Intel,2.8,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,999.0,6.907755278982137,Mid (8GB),Mid (256GB),2.8,1,Heavy
HP,Notebook,14.0,8,1.48,Intel,2.6,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1268.0,7.1459844677143876,Mid (8GB),Mid (256GB),2.6,0,Ultralight
Dell,Ultrabook,15.6,8,1.9,Intel,1.6,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,1,Windows,1049.0,6.956545443151569,Mid (8GB),Ultra (1TB+),1.6,1,Light
HP,Notebook,15.6,8,1.84,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1144.0,7.0431599159883405,Mid (8GB),Mid (256GB),2.5,0,Light
Asus,Notebook,15.6,4,2.0,Intel,1.1,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Linux,274.99,5.620364633176702,Low (≤4GB),Ultra (1TB+),1.1,0,Standard
Dell,Notebook,15.6,8,2.0,Intel,1.6,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1142.75,7.042067616589731,Mid (8GB),Mid (256GB),1.6,0,Standard
Dell,Notebook,15.6,4,2.2,Intel,1.6,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Linux,274.9,5.62003848122324,Low (≤4GB),High (512GB),1.6,0,Standard
Lenovo,Notebook,15.6,12,2.2,AMD,3.6,AMD,HDD,2048.0,1920.0,1080.0,141.21,0,0,Windows,899.0,6.802394763324311,High (16GB),Ultra (1TB+),3.24,0,Standard
HP,Notebook,15.6,8,2.1,Intel,2.4,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,1,Windows,716.0,6.57507584059962,Mid (8GB),Ultra (1TB+),2.4,0,Standard
Lenovo,2 in 1 Convertible,13.9,16,1.4,Intel,1.8,Intel,SSD,512.0,3840.0,2160.0,316.97,1,1,Windows,2099.0,7.649692623711514,High (16GB),High (512GB),1.8,1,Ultralight
Dell,Ultrabook,13.3,8,1.2,Intel,1.8,Intel,SSD,256.0,1920.0,1080.0,165.63,0,0,Windows,1579.0,7.365180126021013,Mid (8GB),Mid (256GB),1.8,1,Ultralight
Lenovo,Gaming,15.6,16,2.4,Intel,2.8,Nvidia,Hybrid,2304.0,1920.0,1080.0,141.21,0,1,Windows,1129.0,7.029972911706386,High (16GB),Ultra (1TB+),2.8,1,Standard
HP,Notebook,14.0,2,1.44,Intel,1.6,Intel,SSD,32.0,1366.0,768.0,111.94,0,0,Windows,279.0,5.634789603169249,Low (≤4GB),Low (≤128GB),1.6,0,Ultralight
Dell,Ultrabook,15.6,16,1.88,Intel,1.9,Intel,SSD,768.0,1920.0,1080.0,141.21,0,0,Windows,1607.96,7.383343286521773,High (16GB),Ultra (1TB+),1.9,1,Light
Asus,2 in 1 Convertible,11.6,4,1.5,Intel,1.1,Intel,SSD,32.0,1366.0,768.0,135.09,1,0,Windows,375.0,5.929589143389895,Low (≤4GB),Low (≤128GB),1.1,0,Light
Dell,Ultrabook,15.6,8,1.9,Intel,1.6,AMD,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,663.0,6.498282149476434,Mid (8GB),Ultra (1TB+),1.6,1,Light
Dell,Notebook,15.6,16,2.06,Intel,2.8,Nvidia,SSD,512.0,3840.0,2160.0,282.42,1,0,Windows,2027.42,7.615012443860422,High (16GB),High (512GB),2.8,1,Standard
HP,Notebook,15.6,8,1.84,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1304.0,7.173958319756794,Mid (8GB),Mid (256GB),2.7,0,Light
MSI,Gaming,17.3,8,2.7,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,0,Windows,1409.0,7.251344983372214,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
HP,Workstation,15.6,8,2.6,Intel,2.8,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1738.27,7.461220763947065,Mid (8GB),Mid (256GB),2.8,1,Heavy
Toshiba,Notebook,15.6,16,2.4,Intel,2.5,Nvidia,SSD,512.0,1920.0,1080.0,141.21,0,1,Windows,1403.0,7.247080584585756,High (16GB),High (512GB),2.5,1,Standard
Dell,Notebook,15.6,8,2.02,Intel,1.8,AMD,Hybrid,2176.0,1920.0,1080.0,141.21,0,0,Windows,970.9,6.879252918509425,Mid (8GB),Ultra (1TB+),1.8,0,Standard
Lenovo,Notebook,15.6,4,2.2,Intel,1.1,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,No OS,321.99,5.777621362991072,Low (≤4GB),Ultra (1TB+),1.1,0,Standard
Dell,Gaming,15.6,8,2.65,Intel,2.5,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,999.0,6.907755278982137,Mid (8GB),Ultra (1TB+),2.5,1,Heavy
Dell,Notebook,15.6,8,2.36,Intel,2.5,Intel,HDD,2048.0,1366.0,768.0,100.45,1,0,Windows,557.37,6.32502182507656,Mid (8GB),Ultra (1TB+),2.5,0,Standard
Dell,Notebook,14.0,8,1.36,Intel,2.6,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1427.0,7.2640301428995295,Mid (8GB),Mid (256GB),2.6,0,Ultralight
HP,Notebook,15.6,4,1.86,Intel,2.5,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,439.0,6.0867747269123065,Low (≤4GB),High (512GB),2.5,0,Light
Asus,Notebook,14.0,8,2.0,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,945.0,6.852242569051878,Mid (8GB),Mid (256GB),2.5,0,Standard
Lenovo,Notebook,17.3,6,2.8,Intel,2.5,Nvidia,Hybrid,1152.0,1600.0,900.0,106.11,0,0,Windows,719.0,6.579251212010101,Mid (8GB),Ultra (1TB+),2.5,0,Heavy
HP,Notebook,15.6,8,1.86,Intel,2.5,Intel,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,639.0,6.461468176353717,Mid (8GB),Ultra (1TB+),2.5,0,Light
Lenovo,Notebook,15.6,8,2.2,Intel,2.5,Nvidia,SSD,256.0,1366.0,768.0,100.45,0,0,No OS,499.0,6.214608098422191,Mid (8GB),Mid (256GB),2.5,0,Standard
HP,Notebook,15.6,8,2.04,Intel,1.6,Intel,HDD,2048.0,1366.0,768.0,100.45,0,0,Windows,389.0,5.966146739123692,Mid (8GB),Ultra (1TB+),1.6,0,Standard
Dell,Notebook,17.3,8,2.8,Intel,1.6,AMD,Hybrid,1152.0,1920.0,1080.0,127.34,0,0,Windows,1085.0,6.990256500493881,Mid (8GB),Ultra (1TB+),1.6,0,Heavy
Lenovo,Gaming,15.6,8,2.4,Intel,2.5,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,1,No OS,809.0,6.697034247666484,Mid (8GB),Ultra (1TB+),2.5,1,Standard
Dell,Notebook,15.6,8,2.33,Intel,2.7,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,899.0,6.802394763324311,Mid (8GB),Mid (256GB),2.7,0,Standard
HP,Ultrabook,14.0,8,1.36,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,157.35,0,1,Windows,1750.0,7.467942332285852,Mid (8GB),Mid (256GB),2.7,1,Ultralight
Asus,2 in 1 Convertible,15.6,12,2.26,Intel,2.7,Nvidia,Hybrid,2560.0,1920.0,1080.0,141.21,1,0,Windows,1099.0,7.003065458786462,High (16GB),Ultra (1TB+),2.7,0,Standard
Acer,Notebook,15.6,4,2.1,AMD,2.5,AMD,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,426.0,6.056784013228625,Low (≤4GB),Low (≤128GB),2.25,0,Standard
Asus,Gaming,17.3,16,3.25,AMD,2.5,AMD,Hybrid,1280.0,1920.0,1080.0,127.34,0,1,Windows,2199.0,7.696212639346407,High (16GB),Ultra (1TB+),2.25,1,Heavy
Lenovo,Notebook,17.3,4,2.6,AMD,2.2,AMD,SSD,128.0,1600.0,900.0,106.11,0,0,Windows,489.0,6.194405391104672,Low (≤4GB),Low (≤128GB),1.98,0,Heavy
Dell,2 in 1 Convertible,13.3,8,1.62,Intel,1.8,Intel,SSD,256.0,1920.0,1080.0,165.63,1,0,Windows,869.01,6.768504705835444,Mid (8GB),Mid (256GB),1.8,0,Light
HP,Notebook,15.6,4,1.91,AMD,2.5,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,488.99,6.194384982733157,Low (≤4GB),Mid (256GB),2.25,0,Light
Lenovo,Netbook,11.6,4,1.59,Intel,1.1,Intel,SSD,128.0,1366.0,768.0,135.09,0,1,Windows,553.0,6.317164686747284,Low (≤4GB),Low (≤128GB),1.1,0,Light
Dell,Notebook,15.6,4,1.8,Intel,1.6,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,309.0,5.736572297479192,Low (≤4GB),High (512GB),1.6,0,Light
Asus,Notebook,14.0,4,1.5,Intel,1.1,Intel,SSD,32.0,1366.0,768.0,111.94,0,0,Windows,286.0,5.659482215759621,Low (≤4GB),Low (≤128GB),1.1,0,Light
Acer,Notebook,15.6,8,2.4,Intel,2.8,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,0,Linux,846.0,6.741700694652055,Mid (8GB),Ultra (1TB+),2.8,0,Standard
HP,Gaming,17.3,8,3.35,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,1,Windows,1191.0,7.083387847625295,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
Lenovo,Notebook,15.6,4,1.85,Intel,2.5,Intel,SSD,128.0,1920.0,1080.0,141.21,0,0,No OS,403.5,6.002651736498547,Low (≤4GB),Low (≤128GB),2.5,0,Light
Asus,Gaming,15.6,8,2.3,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,1,Windows,1655.0,7.412160334945205,Mid (8GB),Ultra (1TB+),2.8,1,Standard
Lenovo,Notebook,14.0,8,1.5,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,157.35,0,1,Windows,1099.0,7.003065458786462,Mid (8GB),Mid (256GB),2.5,0,Light
Asus,Ultrabook,13.3,16,1.1,Intel,2.7,Intel,SSD,512.0,1920.0,1080.0,165.63,1,0,Windows,1748.9,7.467313922427702,High (16GB),High (512GB),2.7,1,Ultralight
Lenovo,Ultrabook,14.0,8,1.13,Intel,2.7,Intel,SSD,512.0,2560.0,1440.0,209.8,0,1,Windows,2282.0,7.733245646529795,Mid (8GB),High (512GB),2.7,1,Ultralight
Lenovo,Notebook,13.3,4,1.5,Intel,2.4,Intel,SSD,128.0,1920.0,1080.0,165.63,0,1,Windows,549.0,6.309918278226516,Low (≤4GB),Low (≤128GB),2.4,0,Light
Dell,Workstation,15.6,8,2.23,Intel,2.6,AMD,HDD,500.0,1920.0,1080.0,141.21,0,0,Windows,1369.0,7.222566018822171,Mid (8GB),High (512GB),2.6,1,Standard
Dell,Workstation,15.6,8,2.0,Intel,2.7,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,1,Windows,2135.0,7.666690200080086,Mid (8GB),Mid (256GB),2.7,1,Standard
Lenovo,2 in 1 Convertible,14.0,16,1.42,Intel,2.7,Intel,SSD,512.0,2560.0,1440.0,209.8,1,0,Windows,2509.0,7.828038032125829,High (16GB),High (512GB),2.7,1,Ultralight
Asus,Gaming,17.3,8,3.0,Intel,2.8,Nvidia,HDD,1024.0,1920.0,1080.0,127.34,0,0,Windows,1039.0,6.946975992135418,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
Asus,Gaming,17.3,16,3.0,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,0,Windows,1591.0,7.3727463664043285,High (16GB),Ultra (1TB+),2.8,1,Heavy
Acer,Notebook,15.6,12,2.2,Intel,1.6,Nvidia,HDD,1024.0,1366.0,768.0,100.45,0,1,Windows,693.99,6.5438974569720685,High (16GB),Ultra (1TB+),1.6,0,Standard
MSI,Gaming,17.3,8,2.7,Intel,2.8,Nvidia,SSD,256.0,1920.0,1080.0,127.34,0,0,Windows,1349.0,7.2078598714324755,Mid (8GB),Mid (256GB),2.8,1,Heavy
Dell,Notebook,15.6,8,2.33,Intel,2.7,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Linux,778.87,6.659127239126539,Mid (8GB),Mid (256GB),2.7,0,Standard
HP,Ultrabook,15.6,4,1.91,AMD,2.5,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,499.0,6.214608098422191,Low (≤4GB),Mid (256GB),2.25,1,Light
Lenovo,Notebook,15.6,8,2.1,Intel,1.8,AMD,SSD,256.0,1920.0,1080.0,141.21,0,1,Windows,1229.56,7.115224629308743,Mid (8GB),Mid (256GB),1.8,0,Standard
Lenovo,Notebook,14.0,8,1.9,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,0,1,Windows,938.0,6.844815479208263,Mid (8GB),Mid (256GB),2.5,0,Light
Dell,Workstation,15.6,8,1.78,Intel,2.8,Nvidia,SSD,256.0,3840.0,2160.0,282.42,1,0,Windows,2712.0,7.905810312658931,Mid (8GB),Mid (256GB),2.8,1,Light
Lenovo,Ultrabook,14.0,16,1.13,Intel,2.7,Intel,SSD,1024.0,2560.0,1440.0,209.8,0,1,Windows,2625.0,7.873217054862741,High (16GB),Ultra (1TB+),2.7,1,Ultralight
Lenovo,Notebook,15.6,4,2.2,Intel,1.1,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,306.0,5.726847747587197,Low (≤4GB),Ultra (1TB+),1.1,0,Standard
Asus,Gaming,17.3,16,2.9,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,0,Windows,1529.0,7.333023014386481,High (16GB),Ultra (1TB+),2.8,1,Heavy
Lenovo,Notebook,15.6,8,2.1,Intel,1.6,AMD,Hybrid,1280.0,1920.0,1080.0,141.21,0,1,Windows,1144.5,7.04359650189355,Mid (8GB),Ultra (1TB+),1.6,0,Standard
Acer,Notebook,15.6,8,2.5,Intel,2.8,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Linux,879.0,6.779921907472252,Mid (8GB),Mid (256GB),2.8,0,Heavy
MSI,Gaming,17.3,16,2.8,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,0,Windows,2249.0,7.718685495198466,High (16GB),Ultra (1TB+),2.8,1,Heavy
Asus,Ultrabook,14.0,8,1.1,Intel,2.7,Intel,SSD,512.0,1920.0,1080.0,157.35,0,0,Windows,1873.0,7.535830462798367,Mid (8GB),High (512GB),2.7,1,Ultralight
Toshiba,Ultrabook,13.3,16,1.2,Intel,2.5,Intel,SSD,512.0,1920.0,1080.0,165.63,0,0,Windows,1747.0,7.466227556215481,High (16GB),High (512GB),2.5,1,Ultralight
Dell,Ultrabook,14.0,8,1.36,Intel,2.8,Intel,SSD,512.0,1920.0,1080.0,157.35,0,0,Windows,1680.0,7.427144133408616,Mid (8GB),High (512GB),2.8,1,Ultralight
Lenovo,Notebook,15.6,4,2.2,Intel,2.5,Intel,HDD,500.0,1920.0,1080.0,141.21,0,0,Windows,409.0,6.016157159698354,Low (≤4GB),High (512GB),2.5,0,Standard
Lenovo,Notebook,11.6,2,1.15,Intel,1.1,Intel,SSD,32.0,1366.0,768.0,135.09,0,0,Windows,304.45,5.721786099095776,Low (≤4GB),Low (≤128GB),1.1,0,Ultralight
Lenovo,Workstation,15.6,8,2.67,Intel,2.8,Nvidia,SSD,512.0,1920.0,1080.0,141.21,0,0,Windows,1925.0,7.563200592358071,Mid (8GB),High (512GB),2.8,1,Heavy
Lenovo,Ultrabook,14.0,8,1.7,Intel,2.8,Nvidia,SSD,512.0,2560.0,1440.0,209.8,0,1,Windows,1943.0,7.572502985020384,Mid (8GB),High (512GB),2.8,1,Light
HP,Notebook,15.6,4,2.1,Intel,2.5,AMD,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,469.0,6.152732694704104,Low (≤4GB),Ultra (1TB+),2.5,0,Standard
Acer,2 in 1 Convertible,13.3,8,1.6,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,165.63,1,1,Windows,789.01,6.672045603608801,Mid (8GB),Mid (256GB),2.5,0,Light
Asus,2 in 1 Convertible,13.3,8,1.27,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,165.63,1,1,Windows,928.0,6.834108738813838,Mid (8GB),Mid (256GB),2.5,0,Ultralight
Dell,Notebook,15.6,4,2.3,Intel,2.5,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Linux,598.9,6.3967629746590475,Low (≤4GB),Mid (256GB),2.5,0,Standard
Dell,Notebook,13.3,4,1.65,Intel,2.5,Intel,SSD,128.0,1366.0,768.0,117.83,0,0,Windows,689.0,6.536691597591305,Low (≤4GB),Low (≤128GB),2.5,0,Light
HP,Ultrabook,14.0,8,1.43,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1500.0,7.313886831633462,Mid (8GB),Mid (256GB),2.5,1,Ultralight
Dell,Notebook,15.6,8,2.14,Intel,2.5,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,539.95,6.293326853133583,Mid (8GB),Ultra (1TB+),2.5,0,Standard
Lenovo,Ultrabook,14.0,8,1.75,Intel,1.8,AMD,SSD,256.0,1920.0,1080.0,157.35,0,1,Windows,1215.38,7.103634513708157,Mid (8GB),Mid (256GB),1.8,1,Light
Lenovo,2 in 1 Convertible,15.6,16,2.0,Intel,2.8,Nvidia,SSD,512.0,3840.0,2160.0,282.42,1,1,Windows,1899.0,7.549609165154532,High (16GB),High (512GB),2.8,1,Standard
Chuwi,Notebook,12.3,6,1.4,Intel,1.1,Intel,SSD,64.0,2736.0,1824.0,267.34,0,1,Windows,449.0,6.1092475827643655,Mid (8GB),Low (≤128GB),1.1,0,Ultralight
HP,Notebook,15.6,8,2.31,Intel,2.9,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1427.0,7.2640301428995295,Mid (8GB),Mid (256GB),2.9,0,Standard
Asus,Notebook,15.6,8,2.3,Intel,2.4,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,0,Linux,597.0,6.393590753950631,Mid (8GB),Ultra (1TB+),2.4,0,Standard
Dell,Gaming,17.3,16,4.42,Intel,2.9,Nvidia,Hybrid,1280.0,2560.0,1440.0,169.78,0,1,Windows,2799.0,7.937374696163295,High (16GB),Ultra (1TB+),2.9,1,Heavy
Dell,Gaming,15.6,8,2.62,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,1,Windows,1159.0,7.05617528410041,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
Dell,Notebook,15.6,8,2.02,Intel,1.8,AMD,Hybrid,2304.0,1920.0,1080.0,141.21,0,0,Windows,1142.4,7.041761558829871,Mid (8GB),Ultra (1TB+),1.8,0,Standard
Dell,Ultrabook,14.0,8,1.6,Intel,2.8,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Linux,1099.0,7.003065458786462,Mid (8GB),Mid (256GB),2.8,1,Light
HP,Gaming,17.3,12,3.35,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,0,Windows,1999.0,7.600902459542082,High (16GB),Ultra (1TB+),2.8,1,Heavy
Mediacom,2 in 1 Convertible,11.6,4,1.16,Intel,1.1,Intel,SSD,32.0,1920.0,1080.0,189.91,1,1,Windows,299.0,5.703782474656201,Low (≤4GB),Low (≤128GB),1.1,0,Ultralight
Samsung,Netbook,11.6,4,1.15,Intel,1.6,Intel,SSD,16.0,1366.0,768.0,135.09,0,0,Chrome OS,269.0,5.598421958998375,Low (≤4GB),Low (≤128GB),1.6,0,Ultralight
Lenovo,Notebook,13.3,8,1.4,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,165.63,0,1,Windows,1010.0,6.918695219020472,Mid (8GB),Mid (256GB),2.7,0,Ultralight
Lenovo,Notebook,14.0,4,1.7,Intel,2.7,Intel,SSD,128.0,1920.0,1080.0,157.35,0,1,Windows,599.0,6.396929655216146,Low (≤4GB),Low (≤128GB),2.7,0,Light
Lenovo,Workstation,15.6,16,2.3,Intel,2.8,Nvidia,SSD,512.0,3840.0,2160.0,282.42,0,1,Windows,2445.0,7.802209316247118,High (16GB),High (512GB),2.8,1,Standard
Lenovo,Notebook,15.6,16,2.5,Intel,2.9,Nvidia,SSD,512.0,1920.0,1080.0,141.21,0,0,Windows,2449.0,7.803843303538772,High (16GB),High (512GB),2.9,1,Heavy
Asus,Gaming,17.3,8,3.2,AMD,3.2,AMD,Hybrid,1280.0,1920.0,1080.0,127.34,0,0,Windows,1695.0,7.4360278163518485,Mid (8GB),Ultra (1TB+),2.88,1,Heavy
HP,Notebook,15.6,4,2.1,Intel,1.6,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,347.0,5.8522024797744745,Low (≤4GB),High (512GB),1.6,0,Standard
Google,Ultrabook,12.3,16,1.1,Intel,1.3,Intel,SSD,512.0,2400.0,1600.0,234.51,1,0,Chrome OS,2199.0,7.696212639346407,High (16GB),High (512GB),1.3,1,Ultralight
Lenovo,Ultrabook,14.0,24,1.32,Intel,2.7,Intel,SSD,512.0,2560.0,1440.0,209.8,0,0,Windows,2382.0,7.776115477098742,Ultra (32GB+),High (512GB),2.7,1,Ultralight
Asus,Notebook,15.6,4,2.0,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Linux,559.0,6.327936783729195,Low (≤4GB),Mid (256GB),2.5,0,Standard
Lenovo,Notebook,17.3,8,2.8,AMD,2.5,AMD,HDD,1024.0,1600.0,900.0,106.11,0,0,Windows,519.0,6.253828811575473,Mid (8GB),Ultra (1TB+),2.25,0,Heavy
Dell,Notebook,15.6,4,2.2,Intel,1.6,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,749.0,6.620073206530356,Low (≤4GB),Mid (256GB),1.6,0,Standard
Lenovo,Ultrabook,12.5,8,1.36,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,176.23,0,1,Windows,1429.0,7.265429723253953,Mid (8GB),Mid (256GB),2.5,1,Ultralight
Lenovo,Notebook,15.6,4,2.2,Intel,1.1,Intel,SSD,128.0,1920.0,1080.0,141.21,0,0,Windows,349.0,5.857933154483459,Low (≤4GB),Low (≤128GB),1.1,0,Standard
HP,Gaming,15.6,8,2.2,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,1,Windows,1099.0,7.003065458786462,Mid (8GB),Ultra (1TB+),2.8,1,Standard
Dell,Notebook,14.0,8,1.64,Intel,2.8,Nvidia,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1179.0,7.07326971745971,Mid (8GB),Mid (256GB),2.8,0,Light
Acer,Notebook,15.6,4,2.4,Intel,2.5,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Linux,441.8,6.093118200834482,Low (≤4GB),High (512GB),2.5,0,Standard
Dell,Workstation,15.6,8,2.23,Intel,2.5,Nvidia,Hybrid,1088.0,1920.0,1080.0,141.21,0,0,Windows,1993.0,7.597897950521784,Mid (8GB),Ultra (1TB+),2.5,1,Standard
MSI,Gaming,15.6,8,2.2,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1027.74,6.936090031409406,Mid (8GB),Mid (256GB),2.5,1,Standard
Microsoft,Ultrabook,13.5,16,1.25,Intel,2.5,Intel,SSD,512.0,2256.0,1504.0,200.84,1,0,Windows,2589.0,7.859413154693583,High (16GB),High (512GB),2.5,1,Ultralight
HP,Notebook,15.6,8,1.91,Intel,2.5,Intel,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,589.0,6.380122536899765,Mid (8GB),Low (≤128GB),2.5,0,Light
Dell,Workstation,15.6,16,2.17,Intel,2.7,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,1,Windows,1975.0,7.588829878307813,High (16GB),Mid (256GB),2.7,1,Standard
HP,Workstation,15.6,8,2.31,Intel,2.9,Intel,SSD,512.0,1920.0,1080.0,141.21,0,1,Windows,1534.0,7.336285660021297,Mid (8GB),High (512GB),2.9,1,Standard
Lenovo,Notebook,14.0,8,1.65,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1345.0,7.204892510204673,Mid (8GB),Mid (256GB),2.5,0,Light
